Security Code,Type,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
540078,BSE,Mitsu Chem Plast Limited,MITSU,Mitsu Chem Plast Ltd,Active,B ,10,INE317V01016,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
540079,BSE,Sprayking Agro Equipment Limited,SPRAYKING,Sprayking Agro Equipment Ltd,Active,M ,10,INE537U01011,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
540080,BSE,Narayani Steels Limited,NARAYANI,Narayani Steels Ltd,Active,T ,10,INE715T01023,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
540081,BSE,Sab Events & Governance Now Media Limited,GOVNOW,SAB Events & Governance Now Media Ltd,Active,B ,10,INE860T01019,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media
540082,BSE,Riddhi Steel and Tube Limited,RSTL,Riddhi Steel and Tube Ltd,Active,M ,10,INE367U01013,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
540083,BSE,TV VISION LIMITED,TVVISION,TV Vision Ltd,Active,T ,10,INE871L01013,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
540097,BSE,Visco Trade Associates Ltd,VISCO,Visco Trade Associates Ltd,Active,X ,10,INE890S01018,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
540108,BSE,TIAAN CONSUMER LIMITED,TIAANC,Tiaan Consumer Ltd,Active,X ,10,INE864T01011,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
540115,BSE,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,Active,A ,2,INE010V01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
540124,BSE,G N A Axles Limited,GNA,G N A Axles Ltd,Active,B ,10,INE934S01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
540125,BSE,Radhika Jeweltech Limited,RADHIKAJWE,Radhika Jeweltech Ltd,Active,B ,10,INE583V01013,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
540132,BSE,Sabrimala Industries India Limited,SIIL,Sabrimala Industries India Ltd,Active,X ,10,INE400R01018,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540133,BSE,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A ,10,INE726G01019,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
540134,BSE,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL,Ishaan Infrastructures and Shelters Ltd,Active,X ,10,INE818R01011,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
540135,BSE,ARC Finance Limited,ARCFIN,ARC Finance Ltd,Active,X ,1,INE202R01026,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
540136,BSE,HPL Electric & Power Limited,HPL,HPL Electric & Power Ltd,Active,B ,10,INE495S01016,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
540143,BSE,Sagarsoft (India) Limited,SAGARSOFT,Sagarsoft (India) Ltd,Active,X ,10,INE184B01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
540144,BSE,DRA CONSULTANTS LIMITED,DRA,DRA Consultants Ltd,Active,M ,10,INE746V01016,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
540145,BSE,Valiant Organics Limited,VALIANTORG,Valiant Organics Ltd,Active,A ,10,INE565V01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
540146,BSE,ADITYA CONSUMER MARKETING LIMITED,ACML,Aditya Consumer Marketing Ltd,Active,M ,10,INE427V01013,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
540147,BSE,Shashijit Infraprojects Limited,SHASHIJIT,Shashijit Infraprojects Ltd,Active,T ,10,INE700V01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
540148,BSE,Bindal Exports Limited,BINDALEXPO,Bindal Exports Ltd,Active,M ,10,INE564V01013,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
540151,BSE,Diksat Transworld Limited,DIKSAT,Diksat Transworld Ltd,Active,M ,10,INE942P01013,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
540153,BSE,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Active,A ,10,INE913H01037,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
540154,BSE,IDFC Mutual Fund,IDFSENSEXE,IDFC SENSEX ETF,Active,A ,10,INF194KA1T91, ,Equity,-,-,-,-
540159,BSE,Purple Entertainment Limited,PURPLE,Purple Entertainment Ltd,Active,X ,10,INE905R01016,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
540168,BSE,SUPRA PACIFIC MANAGEMENT CONSULTANCY LIMITED,SUPRAP,Supra Pacific Management Consultancy Ltd,Active,X ,10,INE268T01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
540173,BSE,PNB Housing Finance Limited,PNBHOUSING,PNB Housing Finance Ltd,Active,A ,10,INE572E01012,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
540174,BSE,Southern Infosys Limited,SOUTHERNIN,Southern Infosys Ltd,Active,XT,10,INE298B01010,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
540175,BSE,REGENCY FINCORP LIMITED,REGENCY,Regency Fincorp Ltd,Active,XT,10,INE964R01013,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
540180,BSE,Varun Beverages Limited,VBL,Varun Beverages Ltd,Active,A ,10,INE200M01013,Other Beverages,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages
540181,BSE,Salem Erode Investments Ltd.,SALEM,Salem Erode Investments Ltd,Active,X ,1,INE894E01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
540190,BSE,Franklin Industries Limited,FRANKLININD,Franklin Industries Ltd,Active,X ,10,INE789R01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540192,BSE,LKP Securities Limited,LKPSEC,LKP Securities Ltd,Active,X ,2,INE341H01023,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
540198,BSE,OSIAJEE TEXFAB LIMITED,OSIAJEE,Osiajee Texfab Ltd,Active,X ,10,INE186R01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
540199,BSE,Corporate Merchant Bankers Limited,CMBL,Corporate Merchant Bankers Ltd,Active,XT,10,INE850R01014,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
540203,BSE,Sheela Foam Limited,SFL,Sheela Foam Ltd,Active,A ,5,INE916U01025,Furniture- Home Furnishing- Flooring,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing, Flooring"
540204,BSE,EIKO LIFESCIENCES LIMITED,EIKO,Eiko Lifesciences Ltd,Active,X ,10,INE666Q01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
540205,BSE,Aditya Vision Limited,AVL,Aditya Vision Ltd,Active,B ,10,INE679V01019,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
540210,BSE,Heads UP Ventures Limited,HEADSUP,Heads UP Ventures Ltd,Active,B ,10,INE759V01019,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
540212,BSE,TCI Express Limited,TCIEXP*,TCI Express Ltd,Active,A ,2,INE586V01016,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
540222,BSE,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,Active,A ,2,INE947Q01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540243,BSE,NEW LIGHT APPARELS LIMTED,NEWLIGHT,New Light Apparels Ltd,Active,XT,10,INE835U01019,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540252,BSE,VEERAM SECURITIES LIMITED,VSL,Veeram Securities Ltd,Active,B ,2,INE607V01028,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
540254,BSE,MARG TECHNO PROJECTS LIMITED,MTPL,Marg Techno Projects Ltd,Active,X ,10,INE245H01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
540266,BSE,Globe Commercials Limited,GLCL,Globe Commercials Ltd,Active,Z ,10,INE804Q01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540268,BSE,TruCap Finance Limited,TRU,TruCap Finance Ltd,Active,B ,2,INE615R01029,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
540269,BSE,SUPER FINE KNITTERS LIMITED,SKL,Super Fine Knitters Ltd,Active,M ,10,INE459U01018,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
540270,BSE,Raideep Industries Limited,RAIDEEPIND,Raideep Industries Ltd,Active,XT,10,INE923R01019,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540293,BSE,Pricol Limited,PRICOLLTD,Pricol Ltd,Active,A ,1,INE726V01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
540310,BSE,Classic Filaments Limited,CFL,Classic Filaments Ltd,Active,XT,10,INE181U01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
540311,BSE,JITF INFRALOGISTICS LIMITED,JITFINFRA,JITF Infralogistics Ltd,Active,T ,2,INE863T01013,Water Supply & Management,Equity,Utilities,Utilities,Other Utilities,Water Supply & Management
540318,BSE,Sueryaa Knitwear Limited,SUERYAAKNI,Sueryaa Knitwear Ltd,Active,XT,10,INE249U01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
540332,BSE,Tanvi Foods (India) Limited,TANVI,Tanvi Foods (India) Ltd,Active,M ,10,INE978V01015,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
540358,BSE,RMC SWITCHGEARS LIMITED,RMC,RMC Switchgears Ltd,Active,M ,10,INE655V01019,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
540359,BSE,Parmax Pharma Limited,PARMAX,Parmax Pharma Ltd,Active,X ,10,INE240T01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540360,BSE,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL,Leading Leasing Finance And Investment Company Ltd,Active,X ,10,INE715Q01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
540361,BSE,DANUBE INDUSTRIES LIMITED,DANUBE,Danube Industries Ltd,Active,XT,2,INE575D01041,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540366,BSE,Music Broadcast Limited,RADIOCITY,Music Broadcast Ltd,Active,B ,2,INE919I01024,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
540376,BSE,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,Active,A ,10,INE192R01011,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
540377,BSE,IFL ENTERPRISES LIMITED,IFL,IFL Enterprises Ltd,Active,M ,10,INE714U01016,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540385,BSE,KD LEISURES LIMITED,KDLL,KD Leisures Ltd,Active,X ,10,INE081R01016,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
540386,BSE,Ontic Finserve Limited,ONTIC,Ontic Finserve Ltd,Active,X ,1,INE989S01042,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
540393,BSE,Sarthak Metals Limited,SMLT,Sarthak Metals Ltd,Active,B ,10,INE017W01010,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
540395,BSE,Chemcrux Enterprises Limited,CHEMCRUX,Chemcrux Enterprises Ltd,Active,B ,10,INE298W01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
540396,BSE,Manomay Tex India Limited,MANOMAY,Manomay Tex India Ltd,Active,M ,10,INE784W01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
540401,BSE,Maximus International Limited,MAXIMUS,Maximus International Ltd,Active,T ,10,INE544W01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540402,BSE,Manas Properties Limited,MANAS,Manas Properties Ltd,Active,M ,10,INE800W01019,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
540403,BSE,CL Educate Limited,CLEDUCATE,CL Educate Ltd,Active,B ,5,INE201M01029,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
540404,BSE,PRIME FRESH LIMITED,PRIMEFRESH,Prime Fresh Ltd,Active,M ,10,INE442V01012,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
540405,BSE,Oceanic Foods Limited,OCEANIC,Oceanic Foods Ltd,Active,T ,10,INE711V01010,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
540416,BSE,Octaware Technologies Limited,OCTAWARE,Octaware Technologies Ltd,Active,M ,10,INE208U01019,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
540425,BSE,Shankara Building Products Limited,SHANKARA,Shankara Building Products Ltd,Active,A ,10,INE274V01019,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
540455,BSE,Escorp Asset Management Limited,ESCORP,Escorp Asset Management Ltd,Active,M ,10,INE953W01016,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
540467,BSE,PARMESHWARI SILK MILLS LIMITED,PARMSILK,Parmeshwari Silk Mills Ltd,Active,X ,10,INE808R01012,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
540468,BSE,KMS Medisurgi Limited,KMSMEDI,KMS Medisurgi Ltd,Active,M ,10,INE870V01014,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
540481,BSE,Classic Leasing & Finance Ltd.,CLFL,Classic Leasing & Finance Ltd,Active,X ,10,INE949C01016,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
540492,BSE,STARLINEPS ENTERPRISES LIMITED,STARLENT,Starlineps Enterprises Ltd,Active,B ,5,INE594W01034,Trading - Minerals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals
540497,BSE,S Chand And Company Limited,SCHAND,S Chand and Company Ltd,Active,B ,5,INE807K01035,Printing & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication
540515,BSE,KANUNGO FINANCIERS LIMITED,KANUNGO,Kanungo Financiers Ltd,Active,X ,10,INE453S01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
540519,BSE,Meera Industries Limited,MEERA,Meera Industries Ltd,Active,B ,10,INE343X01018,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
540530,BSE,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Active,A ,10,INE031A01017,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
540544,BSE,PSP Projects Limited,PSPPROJECT,PSP Projects Ltd,Active,A ,10,INE488V01015,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
540545,BSE,Bhakti Gems And Jewellery Limited,BGJL,Bhakti Gems and Jewellery Ltd,Active,B ,10,INE986W01016,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
540550,BSE,Yug Decor Limited,YUG,Yug Decor Ltd,Active,M ,10,INE796W01019,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
540570,BSE,VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN,Variman Global Enterprises Ltd,Active,X ,1,INE717F01028,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540575,BSE,Star Cement Limited,STARCEMENT,Star Cement Ltd,Active,A ,1,INE460H01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
540590,BSE,Riddhi Corporate Services Limited,RIDDHICORP,Riddhi Corporate Services Ltd,Active,T ,10,INE325X01015,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
540595,BSE,Tejas Networks Limited,TEJASNET,Tejas Networks Ltd,Active,A ,10,INE010J01012,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
540596,BSE,Eris Lifesciences Limited,ERIS,Eris Lifesciences Ltd,Active,A ,1,INE406M01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540597,BSE,Containerway International Limited,CONTAINER,Containerway International Ltd,Active,XT,5,INE319U01022,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
540602,BSE,GTPL Hathway Limited,GTPL,GTPL Hathway Ltd,Active,B ,10,INE869I01013,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
540611,BSE,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,Active,A ,10,INE949L01017,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank
540612,BSE,ICICI Prudential Mutual Fund,ICICILOVOL,ICICI Prudential Nifty 100 Low Volatility 30 ETF,Active,B ,10,INF109KB10T8, ,Equity,-,-,-,-
540613,BSE,Gautam Exim Limited,GEL,Gautam Exim Ltd,Active,M ,10,INE721X01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540614,BSE,G G Engineering Limited,GGENG,G G Engineering Ltd,Active,T ,1,INE694X01030,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
540615,BSE,7NR Retail Limited,7NR,7NR Retail Ltd,Active,B ,1,INE413X01027,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
540621,BSE,Bhagyanagar Properties Ltd,BHAGYAPROP,Bhagyanagar Properties Ltd,Active,B ,2,INE363W01018,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
540642,BSE,Salasar Techno Engineering Limited,SALASAR,Salasar Techno Engineering Ltd,Active,B ,1,INE170V01027,Engineering & Construction products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Engineering & Construction products
540647,BSE,Ganges Securities Ltd.,GANGESSEC,Ganges Securities Ltd,Active,B ,10,INE335W01016,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
540648,BSE,Palash Securities Limited,PALASHSEC,Palash Securities Ltd,Active,B ,10,INE471W01019,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
540649,BSE,AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR,Avadh Sugar & Energy Ltd,Active,B ,10,INE349W01017,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
540650,BSE,Magadh Sugar & Energy Limited,MAGADHSUGAR,Magadh Sugar & Energy Ltd,Active,B ,10,INE347W01011,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
540651,BSE,Jigar Cables Limited,JIGAR,Jigar Cables Ltd,Active,M ,10,INE943X01015,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
540652,BSE,Captain Technocast Limited,CTCL,Captain Technocast Ltd,Active,M ,10,INE931X01010,Industrial Equipments,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
540653,BSE,Sintex Plastics Technology Ltd.,SINTEXPLAST,Sintex Plastics Technology Ltd,Active,T ,1,INE501W01021,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
540654,BSE,GlobalSpace Technologies Limited,GSTL,Globalspace Technologies Ltd,Active,B ,10,INE632W01016,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
540669,BSE,UTI Mutual Fund,UTINEXT50,UTI Nifty Next 50 ETF,Active,B ,1,INF789F1AUW9, ,Equity,-,-,-,-
540673,BSE,SIS LIMITED,SIS,SIS Ltd,Active,A ,5,INE285J01028,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
540678,BSE,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Active,A ,10,INE704P01017,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services
540679,BSE,SMS Lifesciences India Ltd,SMSLIFE,SMS Lifesciences India Ltd,Active,B ,10,INE320X01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540680,BSE,KIOCL Limited,KIOCL,KIOCL Ltd,Active,B ,10,INE880L01014,Sponge Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron
540681,BSE,CHOTHANI FOODS LIMITED,CHOTHANI,Chothani Foods Ltd,Active,M ,10,INE344X01016,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
540686,BSE,Smruthi Organics Limited,SMRUTHIORG,Smruthi Organics Ltd,Active,X ,10,INE172E01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540691,BSE,Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,Active,A ,10,INE674K01013,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
540692,BSE,Apex Frozen Foods Limited,APEX,Apex Frozen Foods Ltd,Active,B ,10,INE346W01013,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
540693,BSE,Shish Industries Limited,SHISHIND,Shish Industries Ltd,Active,B ,10,INE145Y01015,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
540694,BSE,ANG Lifesciences India Limited,ANG,ANG Lifesciences India Ltd,Active,B ,10,INE236W01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540695,BSE,Dhruv Wellness Limited,DWL,Dhruv Wellness Ltd,Active,M ,10,INE109Y01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540696,BSE,KCD INDUSTRIES INDIA LIMITED,KCDGROUP,KCD Industries India Ltd,Active,X ,5,INE185U01027,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540699,BSE,Dixon Technologies (India) Limited,DIXON,Dixon Technologies (India) Ltd,Active,A ,2,INE935N01020,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
540700,BSE,Bharat Road Network Limited,BRNL,Bharat Road Network Ltd,Active,B ,10,INE727S01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
540701,BSE,Dishman Carbogen Amcis Limited,DCAL,Dishman Carbogen Amcis Ltd,Active,A ,2,INE385W01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540702,BSE,Lasa Supergenerics Limited,LASA,Lasa Supergenerics Ltd,Active,B ,10,INE670X01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
540703,BSE,PRO CLB GLOBAL LIMITED,PROCLB,Pro Clb Global Ltd,Active,X ,10,INE438C01010,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
540704,BSE,Matrimony.com Limited,MATRIMONY,Matrimony.com Ltd,Active,A ,5,INE866R01028,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
540709,BSE,Reliance Home Finance Limited,RELHOME,Reliance Home Finance Ltd,Active,T ,10,INE217K01011,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
540710,BSE,Capacit'e Infraprojects Limited,CAPACITE,Capacite Infraprojects Ltd,Active,B ,10,INE264T01014,Engineering- Designing & Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction"
540715,BSE,Sagar Diamonds Limited,SAGAR,Sagar Diamonds Ltd,Active,M ,10,INE146Y01013,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
540716,BSE,ICICI Lombard General Insurance Company Limited ,ICICIGI,ICICI Lombard General Insurance Company Ltd,Active,A ,10,INE765G01017,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance
540717,BSE,Polo Queen Industrial and Fintech Limited ,PQIF,Polo Queen Industrial and Fintech Ltd,Active,B ,2,INE689M01025,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
540718,BSE,AKM Lace and Embrotex Limited,AKM,AKM Lace and Embrotex Ltd,Active,M ,10,INE777X01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
540719,BSE,SBI Life Insurance Company Limited,SBILIFE,SBI Life Insurance Company Ltd,Active,A ,10,INE123W01016,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
540724,BSE,Prataap Snacks Limited,DIAMONDYD,Prataap Snacks Ltd,Active,B ,5,INE393P01035,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
540725,BSE,Share India Securities Limited,SHAREINDIA,Share India Securities Ltd,Active,A ,10,INE932X01018,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
540726,BSE,Trident Texofab Limited,TTFL,Trident Texofab Ltd,Active,B ,10,INE071Y01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
